year,Location,Crop,precipitation (mm),Temperature (°C),Irrigation water usage (m³),Water availability (m³),Crop yield (metric tons/hectare),Irrigation efficiency (%),Irrigation method,Soil moisture (%),water salinity (ppm),Greenhouse gas emissions (metric tons)
2004,Burundi,Beans,513.82,31.65,3559.32,14866.11,9.65,0.6,Sprinkler irrigation,0.33,594.88,78.34
1998,Rwanda,Maize,1604.4,17.73,6196.45,20581.34,1.23,0.65,Sprinkler irrigation,0.29,586.23,39.35
2010,South Sudan,Sunflower,1495.32,23.28,5624.76,72036.34,4.54,0.82,Drip irrigation,0.35,332.73,76.47
1997,South Sudan,Irish potatoes,1794.52,25.95,8980.75,62149.22,7.21,0.77,Flood irrigation,0.34,920.95,67.92
2005,Kenya,Wheat,1008.95,29.22,2740.73,45675.9,6.08,0.68,Flood irrigation,0.38,522.92,57.88
2016,Burundi,Sunflower,1271.09,32.97,8073.99,58447.06,9.92,0.72,Sprinkler irrigation,0.31,506.12,42.3
2000,Rwanda,Wheat,1685.1,24.58,2847.64,94996.2,8.38,0.71,Drip irrigation,0.43,712.16,95.9
2022,Tanzania,Pigeon peas,1077.56,18.11,1464.96,84859.54,3.29,0.56,Drip irrigation,0.15,412.55,62.59
2010,Burundi,Vegetables,1492.63,16.25,8683.45,98174.48,8.26,0.57,Flood irrigation,0.26,442.16,45.57
1998,Uganda,Maize,1528.89,18.2,8395.4,17335.37,5.26,0.76,Flood irrigation,0.17,713.12,17.08
2002,Tanzania,Groundnuts,1771.4,16.72,2975.98,32682.26,9.64,0.54,Flood irrigation,0.13,157.96,37.1
2015,Kenya,Cowpeas,869.97,28.3,9040.15,51528.33,2.76,0.86,Sprinkler irrigation,0.16,114.22,10.19
2013,South Sudan,Soybeans,923.81,16.57,4278.57,13907.39,8.67,0.86,Drip irrigation,0.22,328.16,18.8
2012,Rwanda,Sunflower,894.15,33.21,5470.3,14694.09,7,0.87,Drip irrigation,0.31,175.76,83.12
2006,Rwanda,Vegetables,1154.75,23.33,7962.95,51279.62,2.2,0.8,Drip irrigation,0.19,202.43,85.99
2011,Kenya,Cassava,1288.16,28.14,6759.72,85672.54,3.44,0.51,Flood irrigation,0.25,208.89,45.25
2022,Burundi,Sweet potatoes,1237.58,26,3180.42,32477.36,3.58,0.8,Flood irrigation,0.41,808.33,31.97
1996,Kenya,Maize,1870.98,28.72,4792.87,28242.5,5.74,0.53,Drip irrigation,0.38,758.13,40.56
2009,Kenya,Groundnuts,1991.2,16.2,9751.33,99752.97,6.72,0.57,Flood irrigation,0.14,949.43,85.37
1994,South Sudan,Sorghum,1005.23,16.72,2690.41,27768.91,9.9,0.7,Center pivot irrigation,0.43,261.57,46.42
2013,Rwanda,Groundnuts,728.87,18.22,2609.94,21296.11,7.59,0.51,Drip irrigation,0.39,711.06,62.14
2001,Tanzania,Millet,1800.31,21.77,3690.13,89251.96,3.06,0.8,Flood irrigation,0.26,436.23,81.51
1998,South Sudan,Sunflower,962.75,29.39,3126.55,11545.73,8.92,0.75,Drip irrigation,0.11,824.56,16.13
2020,Uganda,Maize,1757.25,16.33,6633.93,43742.43,7.88,0.85,Flood irrigation,0.13,678.34,26.15
2018,Uganda,Irish potatoes,1700.88,23.31,7684.37,67431.24,5.25,0.89,Drip irrigation,0.2,878.67,82.4
2021,Burundi,Maize,1827.82,20.03,3871.81,94140.09,1.22,0.58,Flood irrigation,0.4,439.45,92.02
1996,Rwanda,Maize,1989.41,25.4,4320.65,18839.21,6.1,0.74,Drip irrigation,0.18,652.44,25.25
2020,Kenya,Fruits,884.7,22.35,9749.23,13409.48,4.47,0.61,Center pivot irrigation,0.49,935.29,61.78
2004,Tanzania,Millet,1248.42,33.52,6512.14,21544.03,2.54,0.7,Center pivot irrigation,0.46,922.54,62.98
2006,Rwanda,Fruits,1816.48,31.18,3897.87,11170.69,1.81,0.63,Flood irrigation,0.19,386.16,39.29
1995,Uganda,Millet,1351.81,15.87,6879.33,40115.44,1.04,0.9,Center pivot irrigation,0.29,627.42,56.1
2006,South Sudan,Sweet potatoes,1267.3,17.91,5957.47,34629.99,6.2,0.63,Drip irrigation,0.21,200.63,27.54
1997,Tanzania,Beans,863.89,22.81,5394.21,62858.23,8.82,0.8,Flood irrigation,0.39,429.43,19.35
1998,South Sudan,Vegetables,1165.07,29.66,3455.52,10402.58,6.34,0.8,Flood irrigation,0.38,856.54,67.64
2014,Uganda,Pigeon peas,1557.54,16.41,2724.92,41141.43,7.38,0.63,Drip irrigation,0.45,819.17,62.12
2016,South Sudan,Groundnuts,1411.71,18.28,6615.22,15529.21,6.88,0.63,Flood irrigation,0.32,496.87,81.11
2014,Tanzania,Irish potatoes,1912.26,30.17,3525.87,32115.12,7.27,0.87,Center pivot irrigation,0.35,915.66,45.58
1996,Tanzania,Cowpeas,795.9,25.31,4838.21,14785.66,5.22,0.85,Flood irrigation,0.28,483.32,72.43
2006,Uganda,Cowpeas,1903.56,28.14,8625.16,61168.87,5.36,0.6,Flood irrigation,0.12,992.69,57.45
2015,Burundi,Cowpeas,567.65,18.61,3428.51,38518.75,6.46,0.53,Flood irrigation,0.45,782.04,56.52
1993,Burundi,Sweet potatoes,545.12,34.72,3265.5,44788.73,9.2,0.53,Center pivot irrigation,0.35,171.14,30.33
2001,Burundi,Maize,803.9,24.04,5268.95,96206.89,1.31,0.73,Flood irrigation,0.31,418.99,62.79
2016,Uganda,Cassava,1786.95,34.16,4725.28,18373.21,6.62,0.67,Sprinkler irrigation,0.19,354.9,99.77
2011,Rwanda,Cowpeas,775.68,27.58,3129.62,24260.08,5.87,0.71,Center pivot irrigation,0.27,722.23,22.6
2011,Burundi,Rice,1726.75,19.88,3938.81,19539.09,6.07,0.67,Sprinkler irrigation,0.16,402.95,76.68
2018,Rwanda,Cassava,1829.26,23.56,2281.05,73975.88,6.75,0.52,Drip irrigation,0.43,650.22,20.72
2014,South Sudan,Rice,1840.28,33.92,6145.15,93531.66,3.19,0.7,Sprinkler irrigation,0.1,438.45,24.73
2004,Burundi,Beans,1125.77,19.93,2639.83,29373.19,1.38,0.73,Drip irrigation,0.15,234.63,19.82
1999,Burundi,Beans,1444.39,17.11,7570.35,42433.44,1.02,0.75,Flood irrigation,0.22,754.39,97.1
1999,Burundi,Groundnuts,1513.79,33.25,7987.89,33965.09,4.37,0.69,Flood irrigation,0.49,192.91,49.72
2020,Uganda,Sorghum,531.63,25.95,2118.19,69041.58,5.78,0.86,Center pivot irrigation,0.31,216.45,12.98
2002,South Sudan,Maize,972.46,16.33,8506.37,91068.79,5.21,0.53,Flood irrigation,0.44,204.9,59.6
2008,Tanzania,Maize,542.3,31.65,5803.62,22038.2,5.68,0.85,Center pivot irrigation,0.23,843.68,27.46
2009,Uganda,Beans,1483.58,28.06,6630.52,24942.13,4.44,0.69,Center pivot irrigation,0.3,238.44,42.15
2002,Burundi,Wheat,1685.54,22.11,6728.63,23871.03,4.24,0.58,Center pivot irrigation,0.44,241.71,67.55
2020,Uganda,Fruits,1940.01,25.52,7259.19,85258.09,6.98,0.88,Drip irrigation,0.13,853.23,73.29
1998,Tanzania,Sunflower,739.16,19.16,4305.93,74133.53,8.62,0.77,Center pivot irrigation,0.23,885.18,62.5
2014,Burundi,Pigeon peas,1660.93,24.13,9336.75,56984.55,5,0.86,Sprinkler irrigation,0.4,418.46,41.35
1996,South Sudan,Sunflower,504.56,30.09,3552.41,31306.15,8.66,0.87,Drip irrigation,0.46,578.48,38.83
2019,Tanzania,Sunflower,1560.17,26.98,6587.42,81201.94,6.73,0.81,Drip irrigation,0.12,149.02,37.28
2018,Burundi,Groundnuts,891.32,26.88,2888.73,89194.13,3.85,0.71,Sprinkler irrigation,0.26,316.36,37.7
2016,Kenya,Sorghum,928.53,17.17,3475.01,28667.62,1.2,0.88,Drip irrigation,0.34,887.99,18.52
2007,Uganda,Fruits,1570.79,17.66,8844.43,71390.37,4.35,0.86,Flood irrigation,0.4,128.64,76.87
2022,South Sudan,Sunflower,1485.45,26.25,3831.69,11058.88,9.46,0.62,Flood irrigation,0.33,171.55,79.82
2012,South Sudan,Pigeon peas,1374.23,32.1,8544.25,57409.75,4.42,0.68,Sprinkler irrigation,0.36,483.87,92.79
1998,South Sudan,Groundnuts,603.29,17.85,2635.05,80371.34,9.74,0.86,Drip irrigation,0.14,867.38,87.69
1996,Burundi,Sunflower,707.88,18.56,9235.4,15461.7,5.88,0.62,Flood irrigation,0.26,780.27,30.6
1995,Burundi,Wheat,1261.84,30.75,7699.24,87724.99,2.79,0.62,Flood irrigation,0.43,673.63,64.28
2022,South Sudan,Cowpeas,925.93,32.86,6132.78,25597.02,2.59,0.84,Drip irrigation,0.45,349.02,41.56
2023,Burundi,Sunflower,1200.51,33.9,9774.28,27099.34,1.37,0.54,Center pivot irrigation,0.11,712.84,58.93
1999,South Sudan,Beans,1596.91,16.34,5861.39,68456.85,8.3,0.73,Drip irrigation,0.35,553.57,39.95
2020,South Sudan,Groundnuts,1739.56,32.68,9289.43,27823.84,9.59,0.77,Flood irrigation,0.34,701.98,73.29
1996,Uganda,Soybeans,1756.32,24.69,2349.08,42958.27,8.2,0.58,Drip irrigation,0.21,462.25,25.12
2013,Rwanda,Cassava,614.16,30.02,3395.08,65547.65,8.85,0.82,Drip irrigation,0.34,424.01,64.48
2016,Kenya,Soybeans,1087.82,25.17,3697.57,35257.68,2.53,0.55,Sprinkler irrigation,0.17,891.61,91.9
2019,South Sudan,Cassava,1208.65,30.5,1518.45,47235.14,3.95,0.72,Drip irrigation,0.3,129.78,86.43
2021,Burundi,Soybeans,1679.46,31.99,3955.54,90611.8,7.4,0.76,Center pivot irrigation,0.29,695.15,72.85
2021,Burundi,Irish potatoes,876.34,31.9,7016.67,98940.74,3.21,0.64,Drip irrigation,0.25,207.18,61.68
2004,South Sudan,Irish potatoes,1282.78,29.52,1547.04,82821.29,7.42,0.69,Flood irrigation,0.37,682.84,16.83
2007,Uganda,Rice,1140.7,28.26,1732.13,74880.55,9.38,0.82,Center pivot irrigation,0.35,864.4,41.46
2018,South Sudan,Vegetables,1797.19,25.09,6019.6,65101.06,5.75,0.58,Center pivot irrigation,0.38,388.53,98.39
2019,Burundi,Groundnuts,600.49,29.58,2052.66,52574.95,7.76,0.76,Center pivot irrigation,0.11,418.91,16.69
2011,Tanzania,Beans,1684.21,25.25,7297.47,35482.42,3.63,0.7,Drip irrigation,0.49,973.2,91.04
2003,South Sudan,Cowpeas,1460.64,33.06,7768.74,27609.75,3.91,0.6,Sprinkler irrigation,0.3,486.08,63.72
2017,Burundi,Vegetables,990,18.31,3459.05,12369.11,9.67,0.7,Center pivot irrigation,0.49,921.93,90.46
2018,South Sudan,Groundnuts,1869.36,15.87,4143.87,11607.64,9.33,0.78,Flood irrigation,0.24,361.3,21.76
2006,South Sudan,Cassava,753.89,34.11,9351.51,84388.21,1.61,0.58,Flood irrigation,0.15,836.53,19.16
2015,Kenya,Beans,712.59,16.83,4888.15,20491.74,1.85,0.53,Drip irrigation,0.48,294.56,86.52
1995,Kenya,Soybeans,973.95,23.38,3668.11,34016.68,8.2,0.66,Drip irrigation,0.17,582.4,49.1
2004,South Sudan,Cassava,1632.54,16.06,5753.74,77327.47,4.99,0.7,Flood irrigation,0.1,205.66,45.78
2023,Rwanda,Wheat,841.85,19.59,2118.4,45974.31,9.73,0.89,Flood irrigation,0.28,863.84,99.15
2006,Burundi,Irish potatoes,1620.69,25.3,6604.14,43751.79,6.69,0.81,Sprinkler irrigation,0.23,972.88,31.34
2009,South Sudan,Sweet potatoes,1356.85,28.62,2461.93,78778.56,2.37,0.59,Flood irrigation,0.47,414.03,88.61
2011,South Sudan,Sunflower,1843.34,28.06,6125.09,11174.82,5.83,0.73,Flood irrigation,0.21,834.75,20.08
2010,Tanzania,Cowpeas,864.58,22.18,2659.41,58888.31,7.49,0.88,Drip irrigation,0.17,504.16,49.75
2010,Uganda,Pigeon peas,1876.68,26.2,6287.12,62849.81,9.41,0.88,Flood irrigation,0.39,512.25,51.34
2001,South Sudan,Fruits,1296.85,19.31,2019.43,20588.31,7.43,0.65,Sprinkler irrigation,0.28,542.63,24.21
1993,Tanzania,Irish potatoes,1028.63,20.66,9009.21,93798.42,8.01,0.7,Center pivot irrigation,0.34,991.44,93.6
2009,Kenya,Rice,957.77,21.6,8947.71,69893.31,4.18,0.69,Center pivot irrigation,0.27,718.87,84.56
2023,Uganda,Vegetables,1111.17,16.31,8114.8,35949.9,4.62,0.5,Sprinkler irrigation,0.27,734.48,76.08
1993,Rwanda,Sorghum,1391.61,24.45,4767.42,43117.5,5.35,0.59,Flood irrigation,0.41,890.18,76.75
2001,Rwanda,Sweet potatoes,1353.2,18.66,1183.52,75381.74,3.26,0.86,Sprinkler irrigation,0.3,223.29,32.77
2005,Rwanda,Sunflower,1552.27,29.2,7690.19,36801.67,6.61,0.52,Flood irrigation,0.49,615.19,40.72
2006,Burundi,Beans,1586.07,28.96,6886.6,14428.53,2.96,0.76,Center pivot irrigation,0.19,388.24,60.53
2016,Burundi,Sorghum,1512.87,22.14,2226.45,13255.21,1.05,0.63,Sprinkler irrigation,0.18,309.41,95.7
2017,South Sudan,Sunflower,1514.88,29.82,7019.67,50443.97,2.76,0.86,Sprinkler irrigation,0.32,637.66,76.07
2013,Rwanda,Cassava,1149.26,26.8,8365.23,78755.5,5.14,0.89,Center pivot irrigation,0.18,100.16,73.47
2014,Burundi,Beans,1807.68,25.2,4158.28,77944.43,2.93,0.66,Drip irrigation,0.14,119.12,90.01
2013,Rwanda,Irish potatoes,911.63,33.36,6514.17,86473.22,5.25,0.53,Drip irrigation,0.35,867.47,35.98
2006,Burundi,Sweet potatoes,907.81,16.25,8135.85,14181.72,6.33,0.6,Flood irrigation,0.29,134.98,17.43
1993,Burundi,Vegetables,1511.05,25.6,7423.58,26926.09,4.42,0.83,Center pivot irrigation,0.15,180.23,62.56
1996,Burundi,Vegetables,1906.75,21.64,2442.99,14382.34,8.35,0.74,Center pivot irrigation,0.48,433.33,87.34
2009,Kenya,Sweet potatoes,1379.62,17.05,2114.02,58328.15,5.56,0.66,Flood irrigation,0.3,334.22,66.2
2011,Tanzania,Fruits,1024.98,31.6,1390.85,83990.97,2.3,0.51,Drip irrigation,0.31,917.25,53.05
2000,Uganda,Maize,1247.55,29.71,6433.95,50073.14,6.07,0.66,Center pivot irrigation,0.47,353.39,44.31
2015,Uganda,Soybeans,1646.3,18.62,4689.01,11193.7,6.51,0.68,Center pivot irrigation,0.49,390.67,98.24
2008,Kenya,Soybeans,1962.44,33.54,2551.38,16697.89,4.03,0.59,Center pivot irrigation,0.31,171.43,72.55
2001,Burundi,Maize,1232.66,19.11,8958.84,94384.09,8.71,0.78,Flood irrigation,0.46,476.75,33.68
2018,Burundi,Fruits,1201.5,34.64,1862.31,88291.29,1.71,0.51,Center pivot irrigation,0.22,217.07,92.9
2009,Tanzania,Cowpeas,1502.95,32.43,1784.16,79610.76,5.82,0.67,Flood irrigation,0.47,769.68,26.58
2013,Uganda,Sweet potatoes,1135.54,18.07,4345.74,56239.9,1.94,0.55,Center pivot irrigation,0.4,554.24,38.39
2008,Tanzania,Groundnuts,1997.91,20.73,6914.25,97277.25,5.05,0.74,Sprinkler irrigation,0.46,599.62,89.31
2009,South Sudan,Soybeans,1194.45,17.25,3836.9,23138.89,1.98,0.66,Sprinkler irrigation,0.16,478.92,17.44
2013,Rwanda,Pigeon peas,1578.89,34.36,8563.15,13396.99,8.64,0.53,Drip irrigation,0.2,380.93,34.53
2020,South Sudan,Cassava,1524.71,21.5,6856.03,19078.11,4.4,0.77,Sprinkler irrigation,0.32,260.6,15.15
2001,South Sudan,Beans,997.25,24.33,3171.77,66009.1,5.09,0.8,Sprinkler irrigation,0.32,498.36,84.29
2007,Tanzania,Maize,1851.89,24.34,9884.47,17514.56,4.32,0.77,Sprinkler irrigation,0.18,525.35,23.33
1996,Uganda,Millet,1286.62,27.16,7279.72,81534.84,5.17,0.64,Flood irrigation,0.17,392.85,64.3
2011,Rwanda,Vegetables,1196.72,17.6,4544.01,14710.09,3.58,0.55,Flood irrigation,0.38,860.24,10.15
2014,Tanzania,Sunflower,707.27,31.27,9072.15,53067.74,5.74,0.74,Sprinkler irrigation,0.18,681.23,27.51
2000,Uganda,Soybeans,1720.97,33.78,5348.98,18803.93,6.48,0.59,Flood irrigation,0.4,850.71,24.14
2013,Uganda,Soybeans,603.13,20.06,3768.5,50904.32,5.31,0.61,Flood irrigation,0.44,778.51,18.99
2022,Tanzania,Millet,1561.86,30.99,7500.91,77428.86,5.35,0.89,Sprinkler irrigation,0.33,356.33,18.09
2022,Burundi,Sorghum,758.63,21.47,7978.96,93406.76,9.86,0.65,Flood irrigation,0.31,641.18,12.47
2000,Tanzania,Sorghum,1131.65,25.85,3553.01,22781.21,4.51,0.6,Flood irrigation,0.11,247.64,72.05
2020,Burundi,Wheat,1050.16,20.68,5293.23,56203.34,4.93,0.69,Center pivot irrigation,0.23,592.16,45.55
2014,Uganda,Groundnuts,703.4,19.87,8213.25,10610.89,9.91,0.59,Drip irrigation,0.15,572.27,90.96
2017,Rwanda,Irish potatoes,1352.66,26.28,5848.56,57291.29,9.48,0.67,Center pivot irrigation,0.22,142.2,53.57
2002,South Sudan,Rice,755.37,30.84,5852.65,51522.96,5.62,0.57,Drip irrigation,0.41,181.38,31.72
1994,Burundi,Soybeans,725.05,33.22,6356.24,79587,4.42,0.81,Center pivot irrigation,0.13,345.57,89.79
1998,Burundi,Cowpeas,1524.38,25.37,4587.9,64694.45,8.66,0.68,Sprinkler irrigation,0.33,952.81,12.8
2008,Tanzania,Sorghum,1158.88,25.75,4854,35477.32,1.41,0.68,Flood irrigation,0.48,165.58,99.43
1999,South Sudan,Rice,1938.28,32.68,6665.77,24150.65,4.69,0.71,Flood irrigation,0.39,484.67,76.49
1993,Kenya,Groundnuts,1010.52,32.16,9645.63,41734.89,4.33,0.83,Flood irrigation,0.28,359.92,93.27
2006,Tanzania,Vegetables,1493.17,32.9,5691.43,98262.19,9.29,0.72,Drip irrigation,0.33,948,17.12
1997,Tanzania,Pigeon peas,957.8,33.79,7544.66,56337.88,5.96,0.67,Center pivot irrigation,0.19,317.06,10.41
2023,Kenya,Sunflower,673.36,26.36,1011.09,80265.6,7.68,0.84,Center pivot irrigation,0.38,672.06,27.52
1996,Uganda,Cowpeas,1725.24,33.14,5918.43,58062.04,9.1,0.78,Center pivot irrigation,0.1,279.27,85.36
2013,Rwanda,Soybeans,1569.57,23.77,3717.02,19020.38,2.87,0.59,Flood irrigation,0.24,792.32,47.79
2002,Tanzania,Sweet potatoes,1327.8,23.81,8746.23,67199.07,4.83,0.76,Flood irrigation,0.23,449.47,32.99
1999,Uganda,Groundnuts,1199.58,18.83,5123.53,66710.74,3.47,0.69,Flood irrigation,0.13,277.59,76.94
2006,Kenya,Sorghum,1267.69,22.98,5086.18,14354.39,4.87,0.78,Sprinkler irrigation,0.2,740.12,83.98
2018,Uganda,Vegetables,809.98,28.93,1062.84,67420.52,1.66,0.72,Sprinkler irrigation,0.11,339.91,50.78
2013,Tanzania,Fruits,967.13,24.29,2176.76,28303.52,6.26,0.55,Center pivot irrigation,0.43,813.75,63.7
2008,South Sudan,Pigeon peas,749.56,17.9,7923.7,39335.97,3.68,0.88,Center pivot irrigation,0.33,264.09,44.97
2022,Tanzania,Beans,1532.46,23.72,6921.34,16195.03,7.12,0.75,Flood irrigation,0.39,816.2,40.45
2015,Burundi,Cowpeas,628.16,16.81,1817.84,58310.54,8.94,0.55,Center pivot irrigation,0.19,928.86,57.84
1993,Tanzania,Fruits,523.34,17.2,6662.67,53222.21,8.62,0.88,Center pivot irrigation,0.5,979.32,57.73
1994,Uganda,Sweet potatoes,1624.53,16.42,5066.07,39555.86,5.57,0.88,Sprinkler irrigation,0.44,928.35,44.48
1995,Tanzania,Cowpeas,1268.83,15.64,8239.55,42331.29,9.75,0.81,Flood irrigation,0.4,650.24,23.38
2009,Tanzania,Cassava,1268.42,29.49,1754.42,11413.96,2.79,0.54,Sprinkler irrigation,0.22,520.48,78.41
1993,South Sudan,Sweet potatoes,867.02,15.38,8789.52,85913.44,8.39,0.54,Center pivot irrigation,0.35,948.83,90.02
1999,Uganda,Soybeans,694.91,33.41,5182.75,72339.22,6.94,0.75,Drip irrigation,0.16,887.1,77.3
2007,Burundi,Maize,1107.28,16.1,9611.97,77268.92,9.36,0.83,Sprinkler irrigation,0.23,776.92,22.61
2006,South Sudan,Cassava,1696.03,33.15,8454.96,49204.47,6.12,0.88,Drip irrigation,0.28,538.33,73.77
2018,Burundi,Groundnuts,1862.24,32.3,9261.81,25837.76,4.86,0.77,Center pivot irrigation,0.36,760.33,54.04
2013,Burundi,Sunflower,759.96,19.74,4259.46,50040.29,2.91,0.55,Drip irrigation,0.15,630.04,20.97
2014,Kenya,Cowpeas,1359.44,31.24,3396.34,47500.71,4.59,0.85,Drip irrigation,0.14,352.44,92.5
2010,South Sudan,Irish potatoes,1426.09,27.59,9128.88,59358.15,2.11,0.76,Drip irrigation,0.32,223.76,55.59
2001,Kenya,Irish potatoes,1929.25,17.18,5885.87,84759.76,5.28,0.61,Flood irrigation,0.4,698.23,59.28
1996,Uganda,Sunflower,1500.71,23.31,3577.56,41789.86,6.76,0.54,Sprinkler irrigation,0.39,492.21,69.99
1995,Tanzania,Fruits,1394.98,28.71,6921.53,46993.58,3.97,0.78,Flood irrigation,0.28,378.03,63.45
2010,South Sudan,Beans,543.4,17.99,9073.06,27445.01,8.71,0.77,Flood irrigation,0.35,827.36,13.22
2019,Burundi,Millet,1665.8,17.24,1325.1,70745.83,2.17,0.55,Center pivot irrigation,0.31,770.4,89.44
2004,Burundi,Pigeon peas,612.26,26.37,5496.02,30351.55,6.99,0.63,Flood irrigation,0.41,405.43,33.21
1994,Rwanda,Soybeans,997.33,19.35,9940.35,64568.6,2.59,0.68,Flood irrigation,0.17,517.44,56.41
2022,Burundi,Pigeon peas,946.9,26.2,2346.25,37757.15,8.13,0.58,Center pivot irrigation,0.22,488.52,94.83
2013,Uganda,Sunflower,1470.82,18.2,9070.33,93435.27,5.66,0.65,Center pivot irrigation,0.35,855.74,47.97
2023,Burundi,Soybeans,1404.22,26.62,6822.64,59774.02,6.25,0.83,Center pivot irrigation,0.37,146.48,18.51
2023,Tanzania,Vegetables,1341.39,31.79,1638.44,19351.23,9.76,0.74,Center pivot irrigation,0.19,193.87,36.06
2000,Kenya,Soybeans,1006.87,33,3129.45,52477.83,2.31,0.7,Center pivot irrigation,0.41,372.2,10.6
1996,Burundi,Beans,1896.86,20.42,8491.27,47863.1,9.51,0.74,Flood irrigation,0.18,536.23,11.44
2016,Kenya,Beans,1342.27,31.17,4157.65,52322.49,6.79,0.58,Drip irrigation,0.17,366.39,88.29
2013,South Sudan,Millet,627.14,31.36,8482.07,59903.64,5.44,0.57,Center pivot irrigation,0.11,825.67,71.35
2012,Uganda,Sweet potatoes,1288.58,22.3,3414.03,63470.96,7.63,0.79,Drip irrigation,0.39,284.93,46.05
2008,Tanzania,Groundnuts,921.8,34.92,7874.21,17258.28,9.64,0.88,Sprinkler irrigation,0.18,261.54,27.46
2022,Rwanda,Rice,624.99,15.94,7535.92,61388.86,4.41,0.7,Sprinkler irrigation,0.18,305.13,92.98
2007,Burundi,Cassava,1832.82,31.97,2278.76,66086.37,9.23,0.74,Center pivot irrigation,0.3,665.05,61.03
2018,South Sudan,Sunflower,1300.13,30.93,9679.35,41486.82,1.47,0.9,Sprinkler irrigation,0.17,487.75,41.25
1995,Uganda,Cassava,957.41,15.34,7500.39,48006.45,9.78,0.83,Flood irrigation,0.45,324.4,24.15
2007,Tanzania,Sorghum,1761.9,18.22,4783.14,58573.49,4.2,0.62,Sprinkler irrigation,0.12,249.13,82.43
1995,Kenya,Fruits,1989.64,32.06,5654.81,41191.96,9.53,0.9,Flood irrigation,0.18,594.02,44.88
2004,Kenya,Millet,992.85,29.94,4640.18,60224.1,9.19,0.66,Sprinkler irrigation,0.44,125.36,83.84
2019,Tanzania,Sorghum,1988.51,23.66,5769.46,47766.27,4.44,0.84,Flood irrigation,0.19,206.29,19.08
2011,Tanzania,Soybeans,1898.84,19.26,4439.87,49395.88,7.17,0.75,Drip irrigation,0.37,161.67,40.51
2003,Kenya,Rice,1581.79,24.46,2753.43,91232.25,3.73,0.67,Center pivot irrigation,0.3,786.29,10.63
2007,Burundi,Irish potatoes,1396.21,31.13,4351.82,64195.42,6.11,0.7,Flood irrigation,0.31,332.56,74.62
2022,Uganda,Rice,1923.53,23.64,4623.97,34775.64,3.68,0.75,Flood irrigation,0.38,259.02,58.85
2021,Tanzania,Sunflower,1090.12,28.21,5144.7,76783.45,5.98,0.83,Center pivot irrigation,0.14,206.98,90.3
2020,Burundi,Cassava,928.11,17.97,1111.71,90842.25,1.96,0.61,Center pivot irrigation,0.5,637.9,90.7
1997,South Sudan,Beans,1476.78,25.71,4032.16,59520.83,1.68,0.85,Flood irrigation,0.22,510.55,88.11
2008,South Sudan,Sweet potatoes,1547.88,34.85,7883.79,65030.51,1.52,0.84,Flood irrigation,0.27,994.23,42.64
2006,Kenya,Cassava,1158.96,33.73,4678.5,86945.82,5.21,0.72,Sprinkler irrigation,0.3,742.82,41.3
1995,Rwanda,Groundnuts,1039.94,27.43,9545.7,41737.93,8.47,0.53,Sprinkler irrigation,0.1,383.28,11.53
1995,Uganda,Cowpeas,1084.87,26.99,2163.89,59178.23,9.97,0.9,Sprinkler irrigation,0.32,912.55,62.02
1993,Kenya,Cowpeas,769.25,25.47,1267.72,10485.93,3.94,0.67,Flood irrigation,0.13,309.59,56.58
1994,Uganda,Irish potatoes,619.24,18.64,4584.25,95248.75,1.46,0.62,Flood irrigation,0.47,939.98,43.91
1999,South Sudan,Sweet potatoes,901.2,24.61,7092.51,19395.04,5.72,0.71,Flood irrigation,0.22,385.21,57.21
2014,Kenya,Sweet potatoes,867.88,22.91,5725.73,88768.61,9.5,0.64,Flood irrigation,0.48,225.35,60.71
2023,Uganda,Soybeans,1077.34,26.1,8501.18,21982.19,2.07,0.85,Sprinkler irrigation,0.12,331.4,37.27
2017,Rwanda,Beans,1989.14,21.47,8175.51,47072.88,4.26,0.66,Sprinkler irrigation,0.4,714.01,43.21
2014,South Sudan,Fruits,1992.99,27.78,1384.71,94117.73,5.54,0.88,Flood irrigation,0.49,907.09,50.94
2020,Uganda,Pigeon peas,796.61,25.18,6787.8,26224.94,4.62,0.72,Flood irrigation,0.2,810.52,64.87
1999,Rwanda,Pigeon peas,1736.39,23.69,7256.75,93841.25,7.74,0.87,Center pivot irrigation,0.25,925.24,14.39
2012,Tanzania,Soybeans,951.58,18.03,8155.52,29662.3,3.69,0.75,Center pivot irrigation,0.27,619.76,95.5
2008,Burundi,Fruits,1414.26,19.01,3849.76,22583.09,2.83,0.86,Flood irrigation,0.39,540.79,14.13
2017,Uganda,Pigeon peas,1373.84,24.14,3778.7,94471.24,8.44,0.51,Center pivot irrigation,0.16,595.57,73.35
2003,Uganda,Pigeon peas,524.61,15.73,8279.86,13392.91,2.01,0.9,Sprinkler irrigation,0.41,428.16,95.16
2005,Kenya,Groundnuts,873.82,26.94,9128.34,87327.98,1.55,0.73,Center pivot irrigation,0.39,470.21,87.95
1996,Rwanda,Vegetables,1707.71,21.25,3824.34,70716.44,8.65,0.69,Flood irrigation,0.4,103.7,28.21
2018,Uganda,Irish potatoes,1345.02,25.98,7641.75,60746.42,7.78,0.51,Flood irrigation,0.46,689.8,58.79
2002,Rwanda,Wheat,855.8,30.48,7174.89,14787.08,3.55,0.78,Drip irrigation,0.38,454.7,56.53
2021,South Sudan,Pigeon peas,1923.9,24.32,1794.05,24659.49,7.78,0.72,Drip irrigation,0.26,531.45,91.36
